,relation_0,relation_1,relation_2,relation_3,relation_4,relation_5,sex,LogAge,LogFnlwgt,LogHr,LogScaledExtra_income,live_with_spouse,workclass_1,workclass_2,workclass_3,workclass_4,workclass_5,races,native.countries,occupations_1,occupations_2,occupations_3,edulevel_1,edulevel_2,edulevel_3,edulevel_4,edulevel_5,edulevel_6,income
6838,1,0,0,0,0,0,1,3.688879454,12.12474328,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6839,1,0,0,0,0,0,1,4.007333185,12.50935367,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6840,0,0,0,1,0,0,1,3.044522438,12.3539149,4.17438727,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6841,0,1,0,0,0,0,0,3.891820298,10.49216271,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
6842,1,0,0,0,0,0,1,3.931825633,12.0608272,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
6843,1,0,0,0,0,0,1,3.931825633,10.09348789,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6844,0,1,0,0,0,0,1,3.63758616,10.89544219,3.688879454,-3.176244343,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6845,1,0,0,0,0,0,1,3.80666249,11.46123209,3.688879454,-3.176244343,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6846,1,0,0,0,0,0,1,3.33220451,13.08333353,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6847,0,1,0,0,0,0,1,3.091042453,10.86402481,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
6848,1,0,0,0,0,0,1,3.33220451,10.87115558,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
6849,0,0,0,0,1,0,0,4.094344562,12.07410004,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6850,1,0,0,0,0,0,1,3.850147602,11.74317968,4.317488114,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
6851,0,1,0,0,0,0,1,3.688879454,11.267728,3.218875825,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
6852,1,0,0,0,0,0,1,3.401197382,12.89628302,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6853,1,0,0,0,0,0,1,4.110873864,12.2497019,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
6854,0,0,0,0,1,0,0,4.262679877,12.81037768,1.791759469,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6855,0,0,0,1,0,0,0,3.737669618,12.63667905,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6856,1,0,0,0,0,0,1,3.784189634,10.40632133,4.007333185,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
6857,1,0,0,0,0,0,1,3.828641396,12.44623456,4.094344562,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
6858,0,1,0,0,0,0,0,3.912023005,11.73939946,3.951243719,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
6859,0,1,0,0,0,0,1,3.295836866,10.26979595,2.197224577,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6860,1,0,0,0,0,0,1,3.688879454,12.51878264,2.708050201,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
6861,0,0,1,0,0,0,0,3.044522438,12.17933331,3.688879454,-3.176244343,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6862,0,0,1,0,0,0,1,3.218875825,12.18135978,3.555348061,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6863,0,1,0,0,0,0,1,3.988984047,12.30190542,3.401197382,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6864,0,1,0,0,0,0,1,3.433987204,12.49014571,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6865,1,0,0,0,0,0,1,3.970291914,12.53942932,3.401197382,-3.176244343,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
6866,0,0,0,0,1,0,0,3.871201011,11.68854964,3.784189634,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6867,1,0,0,0,0,0,1,3.401197382,11.587968,4.025351691,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
6868,1,0,0,0,0,0,1,3.555348061,12.37978643,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6869,1,0,0,0,0,0,1,3.737669618,11.07646492,3.912023005,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6870,1,0,0,0,0,0,1,3.526360525,11.4746523,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6871,1,0,0,0,0,0,1,4.077537444,12.79800072,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
6872,1,0,0,0,0,0,1,4.234106505,11.71871938,2.995732274,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
6873,0,0,0,1,0,0,0,3.36729583,12.06480858,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6874,1,0,0,0,0,0,1,3.688879454,12.01165624,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6875,0,0,0,1,0,0,1,3.044522438,11.4996173,2.708050201,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
6876,0,1,0,0,0,0,0,3.688879454,12.41117035,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6877,1,0,0,0,0,0,1,3.761200116,10.92041968,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6878,0,1,0,0,0,0,1,3.583518938,11.85355334,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6879,0,1,0,0,0,0,1,3.713572067,11.28724119,3.688879454,-3.176244343,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6880,0,1,0,0,0,0,1,4.276666119,11.6355324,3.401197382,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
6881,0,0,0,1,0,0,1,2.995732274,12.55496387,3.401197382,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
6882,0,1,0,0,0,0,0,3.713572067,10.84175502,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6883,0,1,0,0,0,0,1,3.526360525,12.35653797,3.912023005,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6884,0,0,0,0,1,0,0,3.871201011,12.07903441,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6885,0,0,0,1,0,0,0,3.295836866,12.61703594,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6886,0,0,0,1,0,0,1,3.33220451,12.16820981,3.688879454,-3.176244343,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
6887,0,0,0,1,0,0,1,3.295836866,12.3449777,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
6888,0,0,0,1,0,0,1,2.995732274,12.72973256,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6889,0,0,0,1,0,0,0,2.890371758,11.78179927,2.708050201,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6890,1,0,0,0,0,0,1,3.465735903,12.59906698,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6891,1,0,0,0,0,0,1,3.63758616,12.49367346,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
6892,0,0,0,1,0,0,1,3.135494216,11.6093986,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
6893,1,0,0,0,0,0,1,3.33220451,11.40974036,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6894,1,0,0,0,0,0,1,3.688879454,10.59723455,3.63758616,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
6895,0,0,0,0,1,0,0,3.555348061,11.87980219,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6896,0,0,0,0,1,0,1,4.304065093,11.99744818,3.688879454,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6897,0,0,0,1,0,0,1,3.33220451,12.03806219,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6898,0,0,0,1,0,0,1,3.135494216,11.64044759,3.401197382,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
6899,0,0,0,0,1,0,0,3.784189634,11.61975989,4.025351691,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
6900,0,0,0,0,1,0,0,3.828641396,11.53347291,3.218875825,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6901,0,0,0,1,0,0,1,2.995732274,12.11240462,3.688879454,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
6902,0,1,0,0,0,0,0,3.688879454,12.15542125,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6903,1,0,0,0,0,0,1,3.871201011,12.17141909,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6904,0,0,0,0,0,1,0,3.828641396,12.49720376,4.248495242,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6905,1,0,0,0,0,0,1,3.871201011,12.20842488,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6906,0,0,0,0,1,0,0,3.091042453,12.07588423,3.555348061,-3.176244343,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
6907,0,1,0,0,0,0,0,3.17805383,12.68434822,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6908,0,0,0,0,1,0,0,3.80666249,12.4836362,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6909,0,0,0,1,0,0,0,2.890371758,12.49232995,3.555348061,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
6910,1,0,0,0,0,0,1,3.663561646,12.53604883,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6911,0,0,0,1,0,0,0,3.091042453,12.30928335,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6912,0,0,0,1,0,0,0,2.995732274,11.85484001,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
6913,1,0,0,0,0,0,1,3.33220451,12.23733388,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6914,1,0,0,0,0,0,1,4.110873864,11.73583699,3.688879454,-3.176244343,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
6915,0,0,0,1,0,0,0,2.890371758,12.09627452,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6916,0,1,0,0,0,0,1,3.17805383,10.69364801,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
6917,1,0,0,0,0,0,1,3.80666249,12.09132936,4.025351691,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
6918,0,0,0,1,0,0,1,3.17805383,12.30026402,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6919,0,0,0,1,0,0,1,2.995732274,12.03270092,3.401197382,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
6920,1,0,0,0,0,0,1,3.951243719,12.25836144,4.094344562,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6921,0,1,0,0,0,0,1,2.944438979,11.77859963,3.583518938,-3.176244343,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
6922,1,0,0,0,0,0,1,3.555348061,12.04242955,2.995732274,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
6923,0,0,0,0,1,0,0,3.988984047,12.19339766,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6924,0,0,0,1,0,0,1,3.044522438,11.95160611,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6925,0,0,0,0,0,1,0,3.258096538,10.35105384,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
6926,0,0,0,0,1,0,0,3.737669618,10.89862643,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6927,0,0,0,1,0,0,0,2.944438979,12.10926434,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6928,1,0,0,0,0,0,1,3.784189634,12.76919086,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6929,0,0,0,1,0,0,1,3.218875825,11.79037537,4.007333185,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6930,1,0,0,0,0,0,1,3.258096538,12.20926255,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6931,0,1,0,0,0,0,0,4.158883083,12.49704679,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
6932,0,0,0,0,1,0,0,3.713572067,12.10001744,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6933,0,0,0,1,0,0,1,3.218875825,12.37945856,3.688879454,-3.176244343,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6934,1,0,0,0,0,0,1,3.761200116,12.61329621,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
6935,1,0,0,0,0,0,1,3.871201011,12.69479989,3.784189634,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6936,1,0,0,0,0,0,1,4.094344562,12.16101252,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6937,0,1,0,0,0,0,1,3.80666249,10.37885179,3.912023005,-3.176244343,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
6938,0,0,0,0,1,0,0,3.610917913,12.71983595,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6939,0,0,0,1,0,0,1,3.091042453,11.33504205,3.401197382,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6940,1,0,0,0,0,0,1,3.784189634,11.98651017,4.17438727,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
6941,1,0,0,0,0,0,1,3.295836866,12.22477663,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6942,1,0,0,0,0,0,1,3.850147602,12.70262692,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6943,1,0,0,0,0,0,1,3.688879454,12.06895196,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6944,1,0,0,0,0,0,1,3.713572067,12.42018352,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6945,0,1,0,0,0,0,0,3.465735903,12.20228548,3.688879454,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
6946,0,1,0,0,0,0,0,3.258096538,11.84934056,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6947,1,0,0,0,0,0,1,3.850147602,11.46876457,3.688879454,-3.176244343,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
6948,1,0,0,0,0,0,1,4.007333185,12.15442666,3.80666249,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6949,1,0,0,0,0,0,1,3.63758616,13.11993042,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6950,0,1,0,0,0,0,1,3.17805383,12.08687236,2.708050201,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6951,1,0,0,0,0,0,1,4.158883083,11.91919691,3.218875825,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
6952,1,0,0,0,0,0,1,4.025351691,11.77877595,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6953,1,0,0,0,0,0,1,3.713572067,11.68754242,3.891820298,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
6954,0,0,0,1,0,0,1,3.496507561,11.45354694,3.737669618,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
6955,1,0,0,0,0,0,1,3.044522438,12.63092853,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
6956,0,1,0,0,0,0,1,4.077537444,11.03521219,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
6957,1,0,0,0,0,0,1,4.060443011,12.36999259,3.688879454,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
6958,0,0,0,0,1,0,1,3.761200116,12.41922243,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
6959,0,0,0,1,0,0,1,3.044522438,12.5271629,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
6960,0,1,0,0,0,0,1,3.80666249,11.19678905,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6961,0,0,0,0,0,1,0,3.970291914,11.61286129,3.912023005,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
6962,1,0,0,0,0,0,1,3.713572067,12.06645419,3.912023005,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
6963,0,0,0,0,0,1,0,3.295836866,12.20927252,3.688879454,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6964,1,0,0,0,0,0,1,3.970291914,12.26270814,3.912023005,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
6965,1,0,0,0,0,0,1,3.63758616,12.39966379,3.555348061,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
6966,1,0,0,0,0,0,1,3.433987204,11.62238059,4.248495242,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6967,1,0,0,0,0,0,1,3.713572067,12.09811431,3.555348061,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6968,0,0,0,1,0,0,0,3.091042453,12.72096897,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6969,1,0,0,0,0,0,1,3.761200116,12.19650704,4.094344562,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
6970,0,1,0,0,0,0,1,3.713572067,12.78200038,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6971,0,0,0,0,0,1,0,3.295836866,9.87277058,3.555348061,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
6972,1,0,0,0,0,0,1,3.713572067,12.39911157,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6973,0,0,0,0,0,1,0,3.891820298,11.98696469,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6974,0,0,0,1,0,0,1,2.995732274,12.33685088,3.80666249,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
6975,0,0,0,0,1,0,0,4.060443011,12.19432896,3.80666249,-3.176244343,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
6976,0,1,0,0,0,0,0,3.555348061,12.28363073,3.688879454,-3.176244343,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6977,1,0,0,0,0,0,1,3.401197382,12.69497163,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
6978,0,0,0,1,0,0,1,3.044522438,10.95450147,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6979,0,0,0,0,1,0,1,3.36729583,11.51511307,3.80666249,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6980,0,1,0,0,0,0,0,3.688879454,12.58173812,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6981,0,0,0,0,1,0,0,3.988984047,11.44480721,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
6982,1,0,0,0,0,0,1,3.555348061,12.16265353,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
6983,1,0,0,0,0,0,1,3.555348061,12.47373822,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
6984,0,1,0,0,0,0,0,3.688879454,12.04490574,3.688879454,-3.176244343,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6985,0,0,0,0,1,0,0,4.077537444,12.83447862,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
6986,1,0,0,0,0,0,1,3.761200116,12.67914656,3.912023005,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6987,1,0,0,0,0,0,1,3.663561646,12.73174747,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
6988,0,1,0,0,0,0,0,3.931825633,11.81443648,3.401197382,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
6989,0,0,0,0,1,0,0,3.496507561,13.36487338,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
6990,0,0,0,1,0,0,1,3.33220451,12.97173582,3.555348061,-3.176244343,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
6991,0,0,0,0,1,0,1,3.401197382,11.73829853,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6992,0,0,1,0,0,0,1,2.995732274,12.31022994,3.688879454,-3.176244343,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
6993,1,0,0,0,0,0,1,3.931825633,12.10179488,3.912023005,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
6994,0,0,0,0,0,1,0,3.663561646,12.24902677,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
6995,1,0,0,0,0,0,1,4.127134385,11.30877539,3.688879454,-3.176244343,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
6996,0,0,0,1,0,0,1,3.610917913,12.69323448,4.094344562,-3.176244343,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6997,0,1,0,0,0,0,1,3.33220451,11.86543977,3.912023005,-3.176244343,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6998,0,0,0,1,0,0,1,3.135494216,11.76449319,3.871201011,-3.176244343,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6999,0,0,0,0,0,1,0,3.663561646,12.53496624,3.401197382,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
7000,0,0,0,0,1,0,1,3.912023005,11.51321542,4.17438727,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
7001,0,0,0,0,1,0,1,3.433987204,12.03924444,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
7002,0,0,0,1,0,0,1,3.135494216,11.72789974,3.688879454,-3.176244343,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
7003,0,1,0,0,0,0,1,3.850147602,12.60445943,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
7004,0,1,0,0,0,0,0,4.077537444,11.50419749,2.890371758,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
7005,1,0,0,0,0,0,1,3.465735903,10.70081455,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
7006,0,1,0,0,0,0,1,4.406719247,10.29014354,1.609437912,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
7007,0,1,0,0,0,0,1,4.304065093,12.10905501,2.833213344,-3.176244343,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
7008,0,0,0,1,0,0,1,3.091042453,12.15806343,3.555348061,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
7009,1,0,0,0,0,0,1,3.465735903,12.17942061,4.007333185,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7010,1,0,0,0,0,0,1,3.526360525,10.2175681,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
7011,1,0,0,0,0,0,1,4.077537444,11.98686509,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
7012,1,0,0,0,0,0,1,3.583518938,12.32176906,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
7013,0,0,0,0,1,0,0,4.077537444,12.55321984,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
7014,0,1,0,0,0,0,1,3.850147602,11.53200234,4.248495242,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
